0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000083442176203e-02,2.777811405001015473e-34,1.500000087773835540e-02
2.999831421511256133e-02,2.249915884892544394e-04,3.000000174571905431e-02
4.499156558191517302e-02,6.749241435300668782e-04,4.500000260228679411e-02
5.997638151420749825e-02,1.349696432298662201e-03,6.000000344534411195e-02
7.494939048972699969e-02,2.249156633880688809e-03,7.500000427216031718e-02
8.990722364304157277e-02,3.373102373437714997e-03,9.000000507908829939e-02
1.048465155234583612e-01,4.721280767738833886e-03,1.050000058611032655e-01
1.197639048521881994e-01,6.293388482046382432e-03,1.200000066110091523e-01
1.346560352785894643e-01,8.089071798339259045e-03,1.350000073179776494e-01
1.495195561353186708e-01,1.010792669484947628e-02,1.500000079646099105e-01
1.643511231922204496e-01,1.234949893687295984e-02,1.650000085202738276e-01
1.791473994087988408e-01,1.481328417878014815e-02,1.800000089231278133e-01
1.939050556851398266e-01,1.749872807703845359e-02,1.950000090159197397e-01
2.086207716112800370e-01,2.040522641354604663e-02,2.100000081456930567e-01
2.232912362160401343e-01,2.353212522433768480e-02,2.091667853284807366e-01
1.499999999999999944e-02,0.000000000000000000e+00,1.499999999999999944e-02
2.999831337810794987e-02,2.249915752928871820e-04,3.000000087716690744e-02
4.499156474297674735e-02,6.749241172511809099e-04,4.500000174451921492e-02
5.997638067386552863e-02,1.349696393086576148e-03,6.000000260039140693e-02
7.494938964843368689e-02,2.249156581923920060e-03,7.500000344267319929e-02
8.990722280118725040e-02,3.373102308971226426e-03,9.000000426861723413e-02
1.048465146813811477e-01,4.721280691055975039e-03,1.050000050745541758e-01
1.197639040101784319e-01,6.293388393517884531e-03,1.200000058554284849e-01
1.346560344368888662e-01,8.089071698443976027e-03,1.350000066040000779e-01
1.495195552941129269e-01,1.010792658422646900e-02,1.500000073093741837e-01
